Package,License,Repository,,,,
@types/bonjour@npm:3.5.10,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/braintree__sanitize-url@npm:4.1.0,MIT,?,,,,
@types/cheerio@npm:0.22.30,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/chrome-remote-interface@npm:0.31.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/classnames@npm:2.3.0,MIT,?,,,,
@types/clean-css@npm:4.2.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/color-convert@npm:2.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/color-name@npm:1.1.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/command-exists@npm:1.2.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/common-tags@npm:1.8.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/connect-history-api-fallback@npm:1.3.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/connect@npm:3.4.35,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-array@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-axis@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-brush@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-chord@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-color@npm:1.4.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-color@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-contour@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-delaunay@npm:6.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-dispatch@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-drag@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-dsv@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-ease@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-fetch@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-force@npm:2.1.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-force@npm:3.0.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-format@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-geo@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-hierarchy@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-interpolate@npm:1.4.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-interpolate@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-path@npm:1.0.9,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-path@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-polygon@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-quadtree@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-random@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-scale-chromatic@npm:1.3.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-scale-chromatic@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-scale@npm:3.3.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-scale@npm:4.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-selection@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-shape@npm:1.3.8,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-shape@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-time-format@npm:4.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-time@npm:2.1.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-time@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-timer@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-transition@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3-zoom@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/d3@npm:7.1.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/debounce-promise@npm:3.1.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/deep-freeze@npm:0.1.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/enzyme-adapter-react-16@npm:1.0.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/enzyme@npm:3.10.10,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/enzyme@npm:3.10.11,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/eslint-scope@npm:3.7.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/eslint@npm:7.28.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/eslint@npm:7.28.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/estree@npm:0.0.39,MIT,https://www.github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/estree@npm:0.0.50,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/express-serve-static-core@npm:4.17.24,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/express@npm:4.17.13,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/file-saver@npm:2.0.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/fs-extra@npm:8.1.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/fs-extra@npm:9.0.13,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/geojson@npm:7946.0.8,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/glob@npm:7.2.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/google.analytics@npm:0.0.42,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/graceful-fs@npm:4.1.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/hast@npm:2.3.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/history@npm:4.7.9,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/hoist-non-react-statics@npm:3.3.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/html-minifier-terser@npm:5.1.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/html-minifier-terser@npm:6.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/html-minifier@npm:4.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/html-webpack-plugin@npm:3.2.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/http-proxy@npm:1.17.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/inquirer@npm:8.1.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/is-function@npm:1.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/is-hotkey@npm:0.1.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/istanbul-lib-coverage@npm:2.0.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/istanbul-lib-report@npm:3.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/istanbul-reports@npm:1.1.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/istanbul-reports@npm:3.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jest@npm:26.0.15,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jest@npm:26.0.24,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jest@npm:27.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jest@npm:27.4.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jquery@npm:3.5.11,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/js-cookie@npm:2.2.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/json-schema@npm:7.0.9,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/jsurl@npm:1.2.30,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/keyv@npm:3.1.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/lingui__macro@npm:3.0.0,MIT,?,,,,
@types/lodash@npm:4.14.149,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/lodash@npm:4.14.178,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/logfmt@npm:1.2.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/long@npm:4.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/lru-cache@npm:5.1.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/marked@npm:4.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/mdast@npm:3.0.10,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/mime@npm:1.3.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/minimatch@npm:3.0.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/minimist@npm:1.2.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/mock-raf@npm:1.0.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/mousetrap@npm:1.6.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/node-fetch@npm:2.5.12,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/node@npm:12.20.24,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/node@npm:14.17.32,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/node@npm:16.11.19,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/node@npm:16.11.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/normalize-package-data@npm:2.4.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/npmlog@npm:4.1.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/overlayscrollbars@npm:1.12.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/papaparse@npm:5.3.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/parse-json@npm:4.0.0,MIT,https://www.github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/parse5@npm:5.0.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/pluralize@npm:0.0.29,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/prettier@npm:2.4.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/prettier@npm:2.4.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/pretty-hrtime@npm:1.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/prismjs@npm:1.26.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/prop-types@npm:15.7.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/qs@npm:6.9.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/range-parser@npm:1.2.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/rc-time-picker@npm:3.4.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-beautiful-dnd@npm:13.1.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-calendar@npm:3.4.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-color@npm:3.0.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-dev-utils@npm:9.0.8,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-dom@npm:17.0.10,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-dom@npm:17.0.11,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-grid-layout@npm:1.3.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-highlight-words@npm:0.16.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-icon-base@npm:2.1.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-icons@npm:2.2.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-loadable@npm:5.5.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-redux@npm:7.1.20,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-redux@npm:7.1.21,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-router-dom@npm:5.3.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-router@npm:5.1.17,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-syntax-highlighter@npm:11.0.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-table@npm:7.7.9,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-test-renderer@npm:17.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-transition-group@npm:4.4.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-virtualized-auto-sizer@npm:1.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react-window@npm:1.8.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react@npm:17.0.30,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react@npm:17.0.33,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/react@npm:17.0.38,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/reactcss@npm:1.2.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/redux-mock-store@npm:1.0.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/relateurl@npm:0.2.29,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/reselect@npm:2.2.0,MIT,?,,,,
@types/resolve@npm:1.17.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/responselike@npm:1.0.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/retry@npm:0.12.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/rimraf@npm:3.0.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/scheduler@npm:0.16.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/semver@npm:7.3.9,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/serve-index@npm:1.9.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/serve-static@npm:1.13.10,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/sinon@npm:10.0.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/sinonjs__fake-timers@npm:8.1.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/sizzle@npm:2.3.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/slate-plain-serializer@npm:0.7.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/slate-react@npm:0.22.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/slate@npm:0.47.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/sockjs@npm:0.3.33,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/source-list-map@npm:0.1.2,MIT,https://www.github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/stack-utils@npm:1.0.1,MIT,https://www.github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/stack-utils@npm:2.0.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/systemjs@npm:0.20.8,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/tapable@npm:1.0.8,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/tapable@npm:2.2.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/testing-library__jest-dom@npm:5.14.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/testing-library__jest-dom@npm:5.14.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/testing-library__react-hooks@npm:3.4.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/through@npm:0.0.30,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/tinycolor2@npm:1.4.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/tmp@npm:0.1.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/uglify-js@npm:3.13.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/unist@npm:2.0.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/uuid@npm:8.3.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/uuid@npm:8.3.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/webpack-dev-server@npm:3.11.6,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/webpack-env@npm:1.16.3,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/webpack-sources@npm:3.2.0,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/webpack@npm:4.41.31,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/webpack@npm:4.41.7,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/ws@npm:8.2.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/yargs-parser@npm:20.2.1,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/yargs@npm:13.0.12,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/yargs@npm:15.0.14,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/yargs@npm:16.0.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@types/yauzl@npm:2.9.2,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git,,,,
@typescript-eslint/eslint-plugin@npm:4.28.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/eslint-plugin@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/experimental-utils@npm:4.28.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/parser@npm:4.28.0,BSD-2-Clause,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/parser@npm:5.10.0,BSD-2-Clause,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/scope-manager@npm:4.28.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/scope-manager@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/type-utils@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/types@npm:4.28.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/types@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/typescript-estree@npm:4.28.0,BSD-2-Clause,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/typescript-estree@npm:5.10.0,BSD-2-Clause,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/utils@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/visitor-keys@npm:4.28.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@typescript-eslint/visitor-keys@npm:5.10.0,MIT,https://github.com/typescript-eslint/typescript-eslint.git,,,,
@ungap/promise-all-settled@npm:1.1.2,ISC,git+https://github.com/ungap/promise-all-settled.git,,,,
@visx/bounds@npm:2.1.2,MIT,git+https://github.com/airbnb/visx.git,,,,
@visx/curve@npm:2.1.0,MIT,?,,,,
@visx/event@npm:2.6.0,MIT,git+https://github.com/airbnb/visx.git,,,,
@visx/gradient@npm:2.1.0,MIT,git+https://github.com/airbnb/visx.git,,,,
@visx/group@npm:2.1.0,MIT,git+https://github.com/airbnb/visx.git,,,,
@visx/point@npm:2.6.0,MIT,?,,,,
@visx/scale@npm:2.2.2,MIT,git+https://github.com/airbnb/visx.git,,,,
@visx/shape@npm:2.4.0,MIT,?,,,,
@visx/tooltip@npm:2.8.0,MIT,git+https://github.com/airbnb/visx.git,,,,
@webassemblyjs/ast@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/ast@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/ast@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/floating-point-hex-parser@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/floating-point-hex-parser@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/floating-point-hex-parser@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-api-error@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-api-error@npm:1.8.5,MIT,?,,,,
@webassemblyjs/helper-api-error@npm:1.9.0,MIT,?,,,,
@webassemblyjs/helper-buffer@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-buffer@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-buffer@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-code-frame@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-code-frame@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-fsm@npm:1.8.5,ISC,?,,,,
@webassemblyjs/helper-fsm@npm:1.9.0,ISC,?,,,,
@webassemblyjs/helper-module-context@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-module-context@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-numbers@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-bytecode@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-bytecode@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-bytecode@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-section@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-section@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/helper-wasm-section@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/ieee754@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/ieee754@npm:1.8.5,MIT,?,,,,
@webassemblyjs/ieee754@npm:1.9.0,MIT,?,,,,
@webassemblyjs/leb128@npm:1.11.1,Apache-2.0,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/leb128@npm:1.8.5,MIT,?,,,,
@webassemblyjs/leb128@npm:1.9.0,MIT,?,,,,
@webassemblyjs/utf8@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/utf8@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/utf8@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-edit@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-edit@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-edit@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-gen@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-gen@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-gen@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-opt@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-opt@npm:1.8.5,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-opt@npm:1.9.0,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
@webassemblyjs/wasm-parser@npm:1.11.1,MIT,https://github.com/xtuc/webassemblyjs.git,,,,
