Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
8:glibc-minimal-langpack,"BSD-3-Clause,GPL-2.0-or-later,ISC,LGPL-2.0-or-later,Public Domain","http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.opensource.org/licenses/ISC,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html,http://creativecommons.org/licenses/publicdomain/",rpm,8:glibc-minimal-langpack:0:2.28-164.el8,rpm://8:glibc-minimal-langpack,0:2.28-164.el8
@tsconfig/node14,MIT,http://www.opensource.org/licenses/MIT,npm,@tsconfig/node14:1.0.1,npm://@tsconfig/node14,1.0.1
3.15:curl,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:curl:7.80.0-r0,alpine://3.15:curl,7.80.0-r0
3.16:libcrypto1.1,OpenSSL,http://www.openssl.org/source/license.html,alpine,3.16:libcrypto1.1:1.1.1o-r0,alpine://3.16:libcrypto1.1,1.1.1o-r0
debian:bullseye:libstdc++6,"BSD,BSD 2-Clause,GPL-3.0,LGPL-2.1,MIT,ZLIB","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-2-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,http://www.opensource.org/licenses/Zlib",deb,debian:bullseye:libstdc++6:10.2.1-6,deb://debian:bullseye:libstdc++6,10.2.1-6
path-parse,MIT,http://www.opensource.org/licenses/MIT,npm,path-parse:1.0.7,npm://path-parse,1.0.7
redis-commands,MIT,http://www.opensource.org/licenses/MIT,npm,redis-commands:1.7.0,npm://redis-commands,1.7.0
bleach,Apache-2.0,http://licenses.nuget.org/Apache-2.0,pypi,bleach:5.0.0,pypi://bleach,5.0.0
3.15:groff,GPL-3.0-or-later,http://www.gnu.org/licenses/gpl-3.0-standalone.html,alpine,3.15:groff:1.22.4-r1,alpine://3.15:groff,1.22.4-r1
ubuntu:focal:libext2fs2,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,deb,ubuntu:focal:libext2fs2:1.45.5-2ubuntu1,deb://ubuntu:focal:libext2fs2,1.45.5-2ubuntu1
github.com/golang/go,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,go,github.com/golang/go:1.17.8,go://github.com/golang/go,1.17.8
ubuntu:focal:libpango-1.0-0,"BSD,LGPL-3.0,MPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://opensource.org/licenses/MPL-2.0",deb,ubuntu:focal:libpango-1.0-0:1.44.7-2ubuntu4,deb://ubuntu:focal:libpango-1.0-0,1.44.7-2ubuntu4
yallist,ISC,http://www.opensource.org/licenses/ISC,npm,yallist:4.0.0,npm://yallist,4.0.0
prompt-toolkit,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,pypi,prompt-toolkit:3.0.28,pypi://prompt-toolkit,3.0.28
ip-regex,MIT,http://www.opensource.org/licenses/MIT,npm,ip-regex:4.3.0,npm://ip-regex,4.3.0
is-cidr,BSD-2-Clause,http://opensource.org/licenses/BSD-2-Clause,npm,is-cidr:4.0.2,npm://is-cidr,4.0.2
keygrip,MIT,http://www.opensource.org/licenses/MIT,npm,keygrip:1.0.3,npm://keygrip,1.0.3
@types/mime,MIT,http://www.opensource.org/licenses/MIT,npm,@types/mime:1.3.2,npm://@types/mime,1.3.2
pip,MIT,http://www.opensource.org/licenses/MIT,pypi,pip:22.1.1,pypi://pip,22.1.1
ubuntu:focal:libglib2.0-0,"GPL-3.0,LGPL-2.1,MIT","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libglib2.0-0:2.64.6-1~ubuntu20.04.4,deb://ubuntu:focal:libglib2.0-0,2.64.6-1~ubuntu20.04.4
flat-cache,MIT,http://www.opensource.org/licenses/MIT,npm,flat-cache:3.0.4,npm://flat-cache,3.0.4
@ioredis/commands,MIT,http://www.opensource.org/licenses/MIT,npm,@ioredis/commands:1.1.1,npm://@ioredis/commands,1.1.1
colorama,"BSD,MIT","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.opensource.org/licenses/MIT",pypi,colorama:0.4.3,pypi://colorama,0.4.3
io.strimzi:kafka-oauth-server-plain,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.strimzi:kafka-oauth-server-plain:0.10.0,gav://io.strimzi:kafka-oauth-server-plain,0.10.0
esquery,"BSD,BSD-3-Clause","http://directory.fsf.org/wiki/License:BSD_4Clause,http://opensource.org/licenses/BSD-3-Clause",npm,esquery:1.4.0,npm://esquery,1.4.0
http-proxy,MIT,http://www.opensource.org/licenses/MIT,npm,http-proxy:1.18.1,npm://http-proxy,1.18.1
ubuntu:focal:libexpat1,MIT,http://www.opensource.org/licenses/MIT,deb,ubuntu:focal:libexpat1:2.2.9-1ubuntu0.4,deb://ubuntu:focal:libexpat1,2.2.9-1ubuntu0.4
ubuntu:focal:libpython2-stdlib,MIT,http://www.opensource.org/licenses/MIT,deb,ubuntu:focal:libpython2-stdlib:2.7.17-2ubuntu4,deb://ubuntu:focal:libpython2-stdlib,2.7.17-2ubuntu4
lodash.flatten,MIT,http://www.opensource.org/licenses/MIT,npm,lodash.flatten:4.4.0,npm://lodash.flatten,4.4.0
3.15:krb5-conf,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:krb5-conf:1.0-r2,alpine://3.15:krb5-conf,1.0-r2
3.15:krb5-libs,MIT,http://www.opensource.org/licenses/MIT,alpine,3.15:krb5-libs:1.19.3-r0,alpine://3.15:krb5-libs,1.19.3-r0
ubuntu:focal:imagemagick-6-common,"Artistic-1.0-Perl,BSD,GPL-2.0,GPL-3.0,ImageMagick,LGPL-3.0","http://dev.perl.org/licenses/artistic.html,http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.imagemagick.org/script/license.php,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:imagemagick-6-common:8:6.9.10.23+dfsg-2.1ubuntu11.4,deb://ubuntu:focal:imagemagick-6-common,8:6.9.10.23+dfsg-2.1ubuntu11.4
ubuntu:focal:libctf-nobfd0,GPL-2.0-only,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:libctf-nobfd0:2.34-6ubuntu1.3,deb://ubuntu:focal:libctf-nobfd0,2.34-6ubuntu1.3
8:python3-libs,Python-2.0,http://www.opensource.org/licenses/Python-2.0,rpm,8:python3-libs:0:3.6.8-41.el8,rpm://8:python3-libs,0:3.6.8-41.el8
ubuntu:focal:libattr1,"GPL-2.0,LGPL-3.0","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:libattr1:1:2.4.48-5,deb://ubuntu:focal:libattr1,1:2.4.48-5
ubuntu:focal:libunistring2,"GPL-2.0,GPL-3.0,LGPL-3.0,MIT","http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,http://www.opensource.org/licenses/MIT",deb,ubuntu:focal:libunistring2:0.9.10-2,deb://ubuntu:focal:libunistring2,0.9.10-2
ubuntu:focal:python3-pkg-resources,ZPL-2.1,http://old.zope.org/Resources/ZPL/,deb,ubuntu:focal:python3-pkg-resources:45.2.0-1,deb://ubuntu:focal:python3-pkg-resources,45.2.0-1
fastest-levenshtein,MIT,http://www.opensource.org/licenses/MIT,npm,fastest-levenshtein:1.0.12,npm://fastest-levenshtein,1.0.12
alembic,MIT,http://www.opensource.org/licenses/MIT,pypi,alembic:1.7.7,pypi://alembic,1.7.7
minipass-fetch,MIT,http://www.opensource.org/licenses/MIT,npm,minipass-fetch:2.0.3,npm://minipass-fetch,2.0.3
unpipe,MIT,http://www.opensource.org/licenses/MIT,npm,unpipe:1.0.0,npm://unpipe,1.0.0
ni-jupyterlab-analysis-development,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,ni-jupyterlab-analysis-development:0.1.12,pypi://ni-jupyterlab-analysis-development,0.1.12
ubuntu:focal:liblqr-1-0,"GPL-3.0,LGPL-3.0","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:liblqr-1-0:0.4.2-2.1,deb://ubuntu:focal:liblqr-1-0,0.4.2-2.1
ubuntu:focal:xxd,"Apache-2.0,Artistic-2.0,BSD-2-Clause,BSD-3-Clause,GPL-2.0-only,GPL-2.0-or-later,Vim,X11","http://licenses.nuget.org/Apache-2.0,http://www.opensource.org/licenses/artistic-license-2.0,http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://vimdoc.sourceforge.net/htmldoc/uganda.html,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:xxd:2:8.1.2269-1ubuntu5.7,deb://ubuntu:focal:xxd,2:8.1.2269-1ubuntu5.7
color-string,MIT,http://www.opensource.org/licenses/MIT,npm,color-string:1.9.0,npm://color-string,1.9.0
8:lua-libs,MIT,http://www.opensource.org/licenses/MIT,rpm,8:lua-libs:0:5.3.4-12.el8,rpm://8:lua-libs,0:5.3.4-12.el8
common-ancestor-path,ISC,http://www.opensource.org/licenses/ISC,npm,common-ancestor-path:1.0.1,npm://common-ancestor-path,1.0.1
@humanwhocodes/config-array,Apache-2.0,http://licenses.nuget.org/Apache-2.0,npm,@humanwhocodes/config-array:0.5.0,npm://@humanwhocodes/config-array,0.5.0
type-check,MIT,http://www.opensource.org/licenses/MIT,npm,type-check:0.4.0,npm://type-check,0.4.0
wcwidth,MIT,http://www.opensource.org/licenses/MIT,npm,wcwidth:1.0.1,npm://wcwidth,1.0.1
tqdm,MIT,http://www.opensource.org/licenses/MIT,pypi,tqdm:4.64.0,pypi://tqdm,4.64.0
ubuntu:focal:bind9-host,"BSD-2-Clause,BSD-3-Clause,ISC,MPL-2.0","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/ISC,http://opensource.org/licenses/MPL-2.0",deb,ubuntu:focal:bind9-host:1:9.16.1-0ubuntu2.9,deb://ubuntu:focal:bind9-host,1:9.16.1-0ubuntu2.9
sax,"ISC,MIT","http://www.opensource.org/licenses/ISC,http://www.opensource.org/licenses/MIT",npm,sax:1.2.1,npm://sax,1.2.1
uuid,MIT,http://www.opensource.org/licenses/MIT,npm,uuid:8.3.2,npm://uuid,8.3.2
enquirer,MIT,http://www.opensource.org/licenses/MIT,npm,enquirer:2.3.6,npm://enquirer,2.3.6
jupyterlab-plotly,MIT,http://www.opensource.org/licenses/MIT,npm,jupyterlab-plotly:5.6.0,npm://jupyterlab-plotly,5.6.0
debian:bullseye:libpam0g,GPL-3.0,http://www.gnu.org/licenses/gpl-3.0-standalone.html,deb,debian:bullseye:libpam0g:1.4.0-9+deb11u1,deb://debian:bullseye:libpam0g,1.4.0-9+deb11u1
ubuntu:focal:git,"Apache-2.0,Artistic-2.0,BSD-2-Clause,BSL-1.0,GPL-2.0-only,GPL-3.0-only,ISC","http://licenses.nuget.org/Apache-2.0,http://www.opensource.org/licenses/artistic-license-2.0,http://opensource.org/licenses/BSD-2-Clause,http://www.boost.org/LICENSE_1_0.txt,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.opensource.org/licenses/ISC",deb,ubuntu:focal:git:1:2.25.1-1ubuntu3.2,deb://ubuntu:focal:git,1:2.25.1-1ubuntu3.2
ubuntu:focal:gpg,"BSD,CC0-1.0,GPL-3.0,LGPL-3.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://creativecommons.org/publicdomain/zero/1.0/,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/lgpl-3.0-standalone.html",deb,ubuntu:focal:gpg:2.2.19-3ubuntu2.1,deb://ubuntu:focal:gpg,2.2.19-3ubuntu2.1
minipass-collect,ISC,http://www.opensource.org/licenses/ISC,npm,minipass-collect:1.0.2,npm://minipass-collect,1.0.2
executing,MIT,http://www.opensource.org/licenses/MIT,pypi,executing:0.8.3,pypi://executing,0.8.3
psycopg2-binary,LGPL-3.0,http://www.gnu.org/licenses/lgpl-3.0-standalone.html,pypi,psycopg2-binary:2.9.1,pypi://psycopg2-binary,2.9.1
ubuntu:focal:base-passwd,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,deb,ubuntu:focal:base-passwd:3.5.47,deb://ubuntu:focal:base-passwd,3.5.47
ubuntu:focal:libsystemd0,"CC0-1.0,GPL-2.0-only","http://creativecommons.org/publicdomain/zero/1.0/,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:libsystemd0:245.4-4ubuntu3.13,deb://ubuntu:focal:libsystemd0,245.4-4ubuntu3.13
kafka-metadata-3.1.0.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,kafka-metadata-3.1.0.jar,generic://sha256:7dfbff815af2541dc0d1932a808bfbaeb11d8b1dbf6319289a6808a1c6621ae1/kafka-metadata-3.1.0.jar,
javax.annotation:javax.annotation-api,"CDDL,CDDL-1.0,GPL-2.0,GPL-3.0","http://www.opensource.org/licenses/cddl1,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html",maven,javax.annotation:javax.annotation-api:1.3.2,gav://javax.annotation:javax.annotation-api,1.3.2
signal-exit,ISC,http://www.opensource.org/licenses/ISC,npm,signal-exit:3.0.7,npm://signal-exit,3.0.7
PySocks,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,PySocks:1.7.1,pypi://PySocks,1.7.1
ubuntu:focal:bash,"BSD-3-Clause,GPL-3.0-only","http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/gpl-3.0-standalone.html",deb,ubuntu:focal:bash:5.0-6ubuntu1.1,deb://ubuntu:focal:bash,5.0-6ubuntu1.1
ubuntu:focal:libpython3.8-minimal,"BSD-2-Clause,BSD-3-Clause,BSD-Source-Code,CNRI-Python-GPL-Compatible,ISC,JSON,MIT,Mup,Python-2.0,Zlib","http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,https://github.com/robbiehanson/CocoaHTTPServer/blob/master/LICENSE.txt,http://www.python.org/download/releases/1.6.1/download_win/,http://www.opensource.org/licenses/ISC,http://www.json.org/license.html,http://www.opensource.org/licenses/MIT,https://fedoraproject.org/wiki/Licensing/Mup,http://www.opensource.org/licenses/Python-2.0,http://www.opensource.org/licenses/Zlib",deb,ubuntu:focal:libpython3.8-minimal:3.8.10-0ubuntu1~20.04.4,deb://ubuntu:focal:libpython3.8-minimal,3.8.10-0ubuntu1~20.04.4
ubuntu:focal:vim,"Apache-2.0,Artistic-2.0,BSD-2-Clause,BSD-3-Clause,GPL-2.0-only,GPL-3.0-only,X11","http://licenses.nuget.org/Apache-2.0,http://www.opensource.org/licenses/artistic-license-2.0,http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.xfree86.org/3.3.6/COPYRIGHT2.html#3",deb,ubuntu:focal:vim:2:8.1.2269-1ubuntu5.3,deb://ubuntu:focal:vim,2:8.1.2269-1ubuntu5.3
3.14:libcrypto1.1,OpenSSL,http://www.openssl.org/source/license.html,alpine,3.14:libcrypto1.1:1.1.1n-r0,alpine://3.14:libcrypto1.1,1.1.1n-r0
ubuntu:focal:libbz2-1.0,"BSD,GPL-2.0","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html",deb,ubuntu:focal:libbz2-1.0:1.0.8-2,deb://ubuntu:focal:libbz2-1.0,1.0.8-2
8:pcre2,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,rpm,8:pcre2:0:10.32-2.el8,rpm://8:pcre2,0:10.32-2.el8
jupyterlab,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,pypi,jupyterlab:3.4.0,pypi://jupyterlab,3.4.0
8:gpgme,"GPL-3.0-or-later,LGPL-2.0-or-later","http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html",rpm,8:gpgme:0:1.13.1-9.el8,rpm://8:gpgme,0:1.13.1-9.el8
ubuntu:focal:libpsl5,MIT,http://www.opensource.org/licenses/MIT,deb,ubuntu:focal:libpsl5:0.21.0-1ubuntu1,deb://ubuntu:focal:libpsl5,0.21.0-1ubuntu1
core-js,MIT,http://www.opensource.org/licenses/MIT,npm,core-js:2.6.12,npm://core-js,2.6.12
@npmcli/metavuln-calculator,ISC,http://www.opensource.org/licenses/ISC,npm,@npmcli/metavuln-calculator:3.0.1,npm://@npmcli/metavuln-calculator,3.0.1
